date,temperature_max,temperature_min,precipitation,city,state
2020-01-01,30.0,24.8,5.6,Aracaju,SE
2020-01-02,30.6,25.2,0.4,Aracaju,SE
2020-01-03,30.5,25.4,0.1,Aracaju,SE
2020-01-04,30.7,26.1,0.0,Aracaju,SE
2020-01-05,29.3,25.0,0.5,Aracaju,SE
2020-01-06,30.4,24.9,0.0,Aracaju,SE
2020-01-07,30.7,25.5,0.2,Aracaju,SE
2020-01-08,30.5,24.7,1.0,Aracaju,SE
2020-01-09,30.0,24.0,1.4,Aracaju,SE
2020-01-10,30.5,24.6,1.2,Aracaju,SE
2020-01-11,30.6,25.3,0.6,Aracaju,SE
2020-01-12,30.5,25.0,1.1,Aracaju,SE
2020-01-13,30.9,25.0,0.6,Aracaju,SE
2020-01-14,31.1,25.6,0.0,Aracaju,SE
2020-01-15,30.9,25.9,0.0,Aracaju,SE
2020-01-16,30.9,25.6,0.3,Aracaju,SE
2020-01-17,31.0,26.2,0.2,Aracaju,SE
2020-01-18,31.0,24.9,1.3,Aracaju,SE
2020-01-19,30.6,24.5,2.6,Aracaju,SE
2020-01-20,30.9,25.1,0.9,Aracaju,SE
2020-01-21,31.1,25.0,0.0,Aracaju,SE
2020-01-22,32.6,26.0,2.4,Aracaju,SE
2020-01-23,28.2,25.8,9.0,Aracaju,SE
2020-01-24,30.7,25.5,0.1,Aracaju,SE
2020-01-25,30.7,26.4,0.0,Aracaju,SE
2020-01-26,31.5,26.4,1.0,Aracaju,SE
2020-01-27,31.1,25.4,2.1,Aracaju,SE
2020-01-28,30.9,25.9,0.6,Aracaju,SE
2020-01-29,30.9,25.8,0.9,Aracaju,SE
2020-01-30,30.0,24.8,3.3,Aracaju,SE
2020-01-31,30.3,24.9,2.1,Aracaju,SE
2020-02-01,30.4,25.1,1.3,Aracaju,SE
2020-02-02,31.7,25.5,1.4,Aracaju,SE
2020-02-03,30.9,25.0,6.3,Aracaju,SE
2020-02-04,29.5,25.0,10.1,Aracaju,SE
2020-02-05,30.0,24.9,6.3,Aracaju,SE
2020-02-06,29.2,24.2,2.7,Aracaju,SE
2020-02-07,30.0,25.4,2.5,Aracaju,SE
2020-02-08,31.2,24.8,1.3,Aracaju,SE
2020-02-09,31.0,26.2,0.1,Aracaju,SE
2020-02-10,30.9,26.1,0.5,Aracaju,SE
2020-02-11,31.3,26.5,0.3,Aracaju,SE
2020-02-12,31.1,26.1,1.4,Aracaju,SE
2020-02-13,31.0,24.8,2.9,Aracaju,SE
2020-02-14,30.9,26.9,1.5,Aracaju,SE
2020-02-15,31.7,26.2,0.3,Aracaju,SE
2020-02-16,30.9,24.5,1.8,Aracaju,SE
2020-02-17,30.8,25.1,2.9,Aracaju,SE
2020-02-18,31.1,25.2,4.1,Aracaju,SE
2020-02-19,31.3,26.0,0.8,Aracaju,SE
2020-02-20,31.5,26.4,0.4,Aracaju,SE
2020-02-21,31.5,25.3,0.2,Aracaju,SE
2020-02-22,32.2,25.2,0.5,Aracaju,SE
2020-02-23,32.0,25.8,0.6,Aracaju,SE
2020-02-24,31.5,26.8,1.8,Aracaju,SE
2020-02-25,31.9,26.5,0.8,Aracaju,SE
2020-02-26,31.0,25.2,2.3,Aracaju,SE
2020-02-27,32.0,25.5,0.1,Aracaju,SE
2020-02-28,32.2,26.2,0.8,Aracaju,SE
2020-02-29,30.6,25.6,1.8,Aracaju,SE
2020-03-01,31.5,26.2,0.4,Aracaju,SE
2020-03-02,31.5,24.3,0.3,Aracaju,SE
2020-03-03,31.6,25.9,0.2,Aracaju,SE
2020-03-04,32.2,26.5,0.3,Aracaju,SE
2020-03-05,33.7,26.1,0.0,Aracaju,SE
2020-03-06,32.7,26.9,0.2,Aracaju,SE
2020-03-07,31.3,25.6,6.1,Aracaju,SE
2020-03-08,31.5,26.0,0.1,Aracaju,SE
2020-03-09,31.5,26.4,1.4,Aracaju,SE
2020-03-10,31.8,25.0,0.1,Aracaju,SE
2020-03-11,30.5,25.2,3.6,Aracaju,SE
2020-03-12,30.9,25.4,1.5,Aracaju,SE
2020-03-13,31.3,25.0,3.1,Aracaju,SE
2020-03-14,31.1,25.5,2.5,Aracaju,SE
2020-03-15,31.1,25.4,3.2,Aracaju,SE
2020-03-16,28.7,24.8,8.3,Aracaju,SE
2020-03-17,31.2,24.6,8.7,Aracaju,SE
2020-03-18,31.8,24.6,2.4,Aracaju,SE
2020-03-19,30.4,24.5,10.4,Aracaju,SE
2020-03-20,32.0,25.5,7.9,Aracaju,SE
2020-03-21,33.2,25.6,2.5,Aracaju,SE
2020-03-22,34.5,25.5,1.1,Aracaju,SE
2020-03-23,32.0,24.5,11.9,Aracaju,SE
2020-03-24,29.6,24.7,8.6,Aracaju,SE
2020-03-25,28.7,24.5,7.5,Aracaju,SE
2020-03-26,27.4,24.7,6.9,Aracaju,SE
2020-03-27,28.5,24.9,5.7,Aracaju,SE
2020-03-28,30.0,24.5,4.0,Aracaju,SE
2020-03-29,27.7,24.8,20.9,Aracaju,SE
2020-03-30,29.6,25.3,2.1,Aracaju,SE
2020-03-31,29.6,24.6,2.2,Aracaju,SE
2020-04-01,29.8,25.1,1.9,Aracaju,SE
2020-04-02,29.9,24.8,0.0,Aracaju,SE
2020-04-03,29.8,26.2,0.3,Aracaju,SE
2020-04-04,31.6,25.2,0.0,Aracaju,SE
2020-04-05,30.7,25.9,0.2,Aracaju,SE
2020-04-06,30.5,25.5,1.6,Aracaju,SE
2020-04-07,29.8,24.9,1.6,Aracaju,SE
2020-04-08,30.2,24.8,0.0,Aracaju,SE
2020-04-09,30.9,24.4,0.0,Aracaju,SE
2020-04-10,30.7,25.5,0.4,Aracaju,SE
2020-04-11,31.0,25.9,0.5,Aracaju,SE
2020-04-12,30.6,25.6,0.2,Aracaju,SE
2020-04-13,30.3,25.9,0.8,Aracaju,SE
2020-04-14,31.0,26.9,0.1,Aracaju,SE
2020-04-15,30.6,24.2,0.6,Aracaju,SE
2020-04-16,30.5,26.2,2.8,Aracaju,SE
2020-04-17,29.6,25.1,3.9,Aracaju,SE
2020-04-18,28.5,25.0,15.4,Aracaju,SE
2020-04-19,28.5,24.5,10.7,Aracaju,SE
2020-04-20,29.5,24.4,2.3,Aracaju,SE
2020-04-21,29.5,24.9,0.7,Aracaju,SE
2020-04-22,29.9,23.5,7.9,Aracaju,SE
2020-04-23,27.1,23.8,48.1,Aracaju,SE
2020-04-24,28.9,24.8,12.6,Aracaju,SE
2020-04-25,28.8,24.2,11.8,Aracaju,SE
2020-04-26,28.9,24.0,6.2,Aracaju,SE
2020-04-27,28.4,24.2,6.5,Aracaju,SE
2020-04-28,28.2,24.1,8.8,Aracaju,SE
2020-04-29,28.4,24.0,3.9,Aracaju,SE
2020-04-30,28.8,23.5,1.0,Aracaju,SE
2020-05-01,27.4,24.7,4.8,Aracaju,SE
2020-05-02,27.9,24.4,8.3,Aracaju,SE
2020-05-03,29.0,24.7,2.8,Aracaju,SE
2020-05-04,29.0,25.9,0.7,Aracaju,SE
2020-05-05,29.1,25.7,1.6,Aracaju,SE
2020-05-06,28.2,24.2,5.6,Aracaju,SE
2020-05-07,28.1,24.9,3.8,Aracaju,SE
2020-05-08,28.5,24.2,2.2,Aracaju,SE
2020-05-09,27.0,24.1,12.7,Aracaju,SE
2020-05-10,27.0,24.6,11.2,Aracaju,SE
2020-05-11,28.2,22.8,9.4,Aracaju,SE
2020-05-12,27.0,23.6,8.1,Aracaju,SE
2020-05-13,27.4,24.0,9.7,Aracaju,SE
2020-05-14,28.7,24.4,3.2,Aracaju,SE
2020-05-15,28.9,25.5,0.7,Aracaju,SE
2020-05-16,28.6,24.2,0.8,Aracaju,SE
2020-05-17,28.3,24.2,1.1,Aracaju,SE
2020-05-18,28.1,24.7,2.5,Aracaju,SE
2020-05-19,26.5,24.1,24.1,Aracaju,SE
2020-05-20,25.4,24.2,31.8,Aracaju,SE
2020-05-21,27.0,24.2,17.1,Aracaju,SE
2020-05-22,28.5,24.4,4.9,Aracaju,SE
2020-05-23,28.5,24.8,1.6,Aracaju,SE
2020-05-24,28.0,23.3,2.5,Aracaju,SE
2020-05-25,28.9,22.2,0.0,Aracaju,SE
2020-05-26,29.6,24.4,0.4,Aracaju,SE
2020-05-27,30.4,24.1,0.4,Aracaju,SE
2020-05-28,26.9,24.5,8.4,Aracaju,SE
2020-05-29,27.6,24.5,1.0,Aracaju,SE
2020-05-30,27.8,23.1,0.3,Aracaju,SE
2020-05-31,26.3,23.4,16.1,Aracaju,SE
2020-06-01,26.9,23.2,6.5,Aracaju,SE
2020-06-02,27.5,23.3,1.1,Aracaju,SE
2020-06-03,27.8,24.3,1.9,Aracaju,SE
2020-06-04,26.7,23.0,4.7,Aracaju,SE
2020-06-05,28.0,24.5,2.8,Aracaju,SE
2020-06-06,27.4,23.5,6.3,Aracaju,SE
2020-06-07,27.5,23.6,4.2,Aracaju,SE
2020-06-08,26.0,23.1,5.2,Aracaju,SE
2020-06-09,27.1,22.9,2.9,Aracaju,SE
2020-06-10,26.9,23.1,3.4,Aracaju,SE
2020-06-11,27.6,23.5,3.5,Aracaju,SE
2020-06-12,27.7,23.2,2.2,Aracaju,SE
2020-06-13,26.5,23.2,11.4,Aracaju,SE
2020-06-14,27.5,24.8,0.9,Aracaju,SE
2020-06-15,27.0,23.8,12.6,Aracaju,SE
2020-06-16,27.1,23.3,5.0,Aracaju,SE
2020-06-17,27.0,23.1,6.3,Aracaju,SE
2020-06-18,26.5,23.6,3.7,Aracaju,SE
2020-06-19,27.5,24.4,1.4,Aracaju,SE
2020-06-20,27.2,24.8,0.5,Aracaju,SE
2020-06-21,26.8,23.9,3.4,Aracaju,SE
2020-06-22,25.8,23.0,4.8,Aracaju,SE
2020-06-23,25.9,22.9,9.4,Aracaju,SE
2020-06-24,25.6,22.9,9.8,Aracaju,SE
2020-06-25,27.1,23.1,7.1,Aracaju,SE
2020-06-26,26.9,21.0,1.3,Aracaju,SE
2020-06-27,27.1,21.8,0.1,Aracaju,SE
2020-06-28,26.8,21.9,1.2,Aracaju,SE
2020-06-29,27.1,22.8,2.1,Aracaju,SE
2020-06-30,27.4,22.5,1.8,Aracaju,SE
2020-07-01,27.3,21.6,0.0,Aracaju,SE
2020-07-02,26.8,20.4,0.0,Aracaju,SE
2020-07-03,26.4,21.8,1.3,Aracaju,SE
2020-07-04,27.2,22.0,1.6,Aracaju,SE
2020-07-05,25.7,22.8,5.6,Aracaju,SE
2020-07-06,26.6,23.6,0.7,Aracaju,SE
2020-07-07,25.9,21.5,6.3,Aracaju,SE
2020-07-08,25.9,22.0,4.1,Aracaju,SE
2020-07-09,26.4,22.5,4.5,Aracaju,SE
2020-07-10,26.8,22.9,2.5,Aracaju,SE
2020-07-11,25.2,22.5,14.9,Aracaju,SE
2020-07-12,26.4,22.6,21.3,Aracaju,SE
2020-07-13,26.4,22.0,3.3,Aracaju,SE
2020-07-14,25.9,22.0,4.2,Aracaju,SE
2020-07-15,26.5,22.2,2.9,Aracaju,SE
2020-07-16,25.8,22.4,9.4,Aracaju,SE
2020-07-17,26.7,23.8,0.0,Aracaju,SE
2020-07-18,25.1,22.0,3.6,Aracaju,SE
2020-07-19,26.8,23.4,1.6,Aracaju,SE
2020-07-20,27.1,23.2,3.9,Aracaju,SE
2020-07-21,25.0,22.4,5.5,Aracaju,SE
2020-07-22,26.9,22.3,3.3,Aracaju,SE
2020-07-23,27.0,22.5,1.4,Aracaju,SE
2020-07-24,26.5,22.2,3.7,Aracaju,SE
2020-07-25,26.4,23.1,1.7,Aracaju,SE
2020-07-26,26.8,22.7,1.3,Aracaju,SE
2020-07-27,26.5,22.2,2.9,Aracaju,SE
2020-07-28,24.7,22.0,4.5,Aracaju,SE
2020-07-29,25.8,22.7,2.8,Aracaju,SE
2020-07-30,26.7,22.6,1.2,Aracaju,SE
2020-07-31,25.3,22.8,4.4,Aracaju,SE
2020-08-01,25.7,21.8,6.1,Aracaju,SE
2020-08-02,25.4,21.8,6.2,Aracaju,SE
2020-08-03,25.5,21.1,3.5,Aracaju,SE
2020-08-04,25.9,22.0,3.3,Aracaju,SE
2020-08-05,26.4,22.5,0.5,Aracaju,SE
2020-08-06,26.0,23.8,0.1,Aracaju,SE
2020-08-07,25.9,22.9,2.0,Aracaju,SE
2020-08-08,26.0,22.1,2.7,Aracaju,SE
2020-08-09,25.6,21.6,10.2,Aracaju,SE
2020-08-10,26.3,22.3,0.7,Aracaju,SE
2020-08-11,26.4,22.9,0.6,Aracaju,SE
2020-08-12,26.2,22.0,1.2,Aracaju,SE
2020-08-13,25.5,22.2,2.9,Aracaju,SE
2020-08-14,26.7,23.1,0.5,Aracaju,SE
2020-08-15,26.4,22.1,0.9,Aracaju,SE
2020-08-16,25.6,21.8,3.0,Aracaju,SE
2020-08-17,26.4,23.2,1.2,Aracaju,SE
2020-08-18,27.0,22.8,2.8,Aracaju,SE
2020-08-19,26.9,22.7,1.4,Aracaju,SE
2020-08-20,26.4,22.4,2.2,Aracaju,SE
2020-08-21,26.6,22.9,1.9,Aracaju,SE
2020-08-22,26.8,21.0,0.1,Aracaju,SE
2020-08-23,25.9,21.9,2.8,Aracaju,SE
2020-08-24,26.3,21.9,2.6,Aracaju,SE
2020-08-25,26.0,22.0,3.4,Aracaju,SE
2020-08-26,26.4,22.2,0.2,Aracaju,SE
2020-08-27,25.8,18.6,1.0,Aracaju,SE
2020-08-28,27.0,21.1,0.5,Aracaju,SE
2020-08-29,25.5,23.1,2.3,Aracaju,SE
2020-08-30,27.1,23.4,2.2,Aracaju,SE
2020-08-31,27.0,23.4,3.3,Aracaju,SE
2020-09-01,27.0,23.4,1.8,Aracaju,SE
2020-09-02,26.9,22.1,3.6,Aracaju,SE
2020-09-03,26.1,22.0,2.5,Aracaju,SE
2020-09-04,27.2,23.0,0.3,Aracaju,SE
2020-09-05,27.4,23.0,2.0,Aracaju,SE
2020-09-06,26.8,22.5,1.6,Aracaju,SE
2020-09-07,25.6,22.0,3.6,Aracaju,SE
2020-09-08,26.4,22.5,3.1,Aracaju,SE
2020-09-09,27.1,22.9,3.4,Aracaju,SE
2020-09-10,26.6,23.1,3.4,Aracaju,SE
2020-09-11,26.9,22.7,1.8,Aracaju,SE
2020-09-12,26.8,22.5,1.4,Aracaju,SE
2020-09-13,25.7,22.5,3.7,Aracaju,SE
2020-09-14,26.5,22.4,5.2,Aracaju,SE
2020-09-15,26.5,22.6,2.5,Aracaju,SE
2020-09-16,27.0,23.5,0.7,Aracaju,SE
2020-09-17,27.2,21.7,0.7,Aracaju,SE
2020-09-18,26.6,21.2,0.5,Aracaju,SE
2020-09-19,26.9,21.5,2.0,Aracaju,SE
2020-09-20,27.5,22.5,1.8,Aracaju,SE
2020-09-21,26.9,23.1,2.2,Aracaju,SE
2020-09-22,27.6,23.5,1.8,Aracaju,SE
2020-09-23,27.4,23.5,1.6,Aracaju,SE
2020-09-24,26.5,22.5,2.0,Aracaju,SE
2020-09-25,26.8,22.9,1.6,Aracaju,SE
2020-09-26,27.4,23.1,0.6,Aracaju,SE
2020-09-27,27.6,23.4,0.8,Aracaju,SE
2020-09-28,27.9,23.4,2.6,Aracaju,SE
2020-09-29,27.6,23.2,1.3,Aracaju,SE
2020-09-30,28.1,23.9,1.1,Aracaju,SE
2020-10-01,27.6,23.0,1.0,Aracaju,SE
2020-10-02,27.1,23.8,1.2,Aracaju,SE
2020-10-03,27.9,23.5,0.9,Aracaju,SE
2020-10-04,28.0,22.1,2.0,Aracaju,SE
2020-10-05,27.9,24.0,1.1,Aracaju,SE
2020-10-06,28.1,23.2,0.6,Aracaju,SE
2020-10-07,28.0,21.6,0.3,Aracaju,SE
2020-10-08,29.1,23.1,0.0,Aracaju,SE
2020-10-09,29.1,24.2,0.0,Aracaju,SE
2020-10-10,31.1,23.6,0.0,Aracaju,SE
2020-10-11,30.5,23.2,0.0,Aracaju,SE
2020-10-12,28.5,24.5,0.9,Aracaju,SE
2020-10-13,28.6,23.1,0.9,Aracaju,SE
2020-10-14,28.8,23.8,0.1,Aracaju,SE
2020-10-15,28.5,24.0,0.5,Aracaju,SE
2020-10-16,28.9,23.6,0.0,Aracaju,SE
2020-10-17,28.6,24.1,0.0,Aracaju,SE
2020-10-18,28.9,24.0,0.0,Aracaju,SE
2020-10-19,29.0,23.5,0.1,Aracaju,SE
2020-10-20,29.4,24.8,1.2,Aracaju,SE
2020-10-21,29.0,23.9,0.9,Aracaju,SE
2020-10-22,29.5,24.5,0.7,Aracaju,SE
2020-10-23,29.3,24.9,1.8,Aracaju,SE
2020-10-24,29.1,24.5,3.3,Aracaju,SE
2020-10-25,29.9,24.0,1.0,Aracaju,SE
2020-10-26,31.8,24.5,0.0,Aracaju,SE
2020-10-27,31.2,24.5,3.3,Aracaju,SE
2020-10-28,29.4,24.6,0.8,Aracaju,SE
2020-10-29,29.5,24.8,0.9,Aracaju,SE
2020-10-30,28.9,23.9,2.2,Aracaju,SE
2020-10-31,28.8,24.1,1.6,Aracaju,SE
2020-11-01,29.8,24.6,0.9,Aracaju,SE
2020-11-02,30.0,24.4,23.7,Aracaju,SE
2020-11-03,29.6,23.6,44.3,Aracaju,SE
2020-11-04,29.2,24.2,4.0,Aracaju,SE
2020-11-05,28.9,24.9,1.2,Aracaju,SE
2020-11-06,29.0,25.0,1.6,Aracaju,SE
2020-11-07,29.0,24.8,3.4,Aracaju,SE
2020-11-08,28.8,24.5,0.5,Aracaju,SE
2020-11-09,28.8,24.1,4.1,Aracaju,SE
2020-11-10,28.4,23.6,2.7,Aracaju,SE
2020-11-11,28.8,24.1,1.5,Aracaju,SE
2020-11-12,29.0,24.8,0.3,Aracaju,SE
2020-11-13,28.8,24.5,1.8,Aracaju,SE
2020-11-14,29.4,25.3,0.0,Aracaju,SE
2020-11-15,29.5,24.6,1.4,Aracaju,SE
2020-11-16,29.7,24.8,0.8,Aracaju,SE
2020-11-17,29.2,24.9,2.2,Aracaju,SE
2020-11-18,29.6,24.6,0.6,Aracaju,SE
2020-11-19,30.0,24.8,0.0,Aracaju,SE
2020-11-20,31.7,25.1,1.0,Aracaju,SE
2020-11-21,30.2,25.2,0.0,Aracaju,SE
2020-11-22,29.8,25.2,0.6,Aracaju,SE
2020-11-23,28.5,24.5,1.4,Aracaju,SE
2020-11-24,29.3,22.5,4.1,Aracaju,SE
2020-11-25,29.0,23.0,1.1,Aracaju,SE
2020-11-26,27.9,24.6,1.8,Aracaju,SE
2020-11-27,29.0,24.0,2.0,Aracaju,SE
2020-11-28,28.4,22.9,6.6,Aracaju,SE
2020-11-29,28.4,24.4,2.2,Aracaju,SE
2020-11-30,29.1,24.3,0.3,Aracaju,SE
2020-12-01,28.5,24.5,2.2,Aracaju,SE
2020-12-02,29.5,24.6,0.8,Aracaju,SE
2020-12-03,29.5,24.8,2.3,Aracaju,SE
2020-12-04,29.8,24.2,1.5,Aracaju,SE
2020-12-05,29.6,24.5,0.9,Aracaju,SE
2020-12-06,29.0,25.2,0.4,Aracaju,SE
2020-12-07,29.0,25.2,0.8,Aracaju,SE
2020-12-08,29.6,24.0,0.5,Aracaju,SE
2020-12-09,29.8,24.1,0.9,Aracaju,SE
2020-12-10,29.8,24.8,0.2,Aracaju,SE
2020-12-11,29.6,25.6,0.5,Aracaju,SE
2020-12-12,29.5,25.1,0.6,Aracaju,SE
2020-12-13,30.4,24.9,0.0,Aracaju,SE
2020-12-14,30.1,23.0,0.0,Aracaju,SE
2020-12-15,29.8,24.4,0.4,Aracaju,SE
2020-12-16,29.1,24.2,2.1,Aracaju,SE
2020-12-17,29.5,23.8,1.8,Aracaju,SE
2020-12-18,29.7,24.5,1.8,Aracaju,SE
2020-12-19,30.6,24.5,0.2,Aracaju,SE
2020-12-20,30.4,24.5,0.8,Aracaju,SE
2020-12-21,30.2,25.0,0.0,Aracaju,SE
2020-12-22,30.0,24.5,0.8,Aracaju,SE
2020-12-23,29.8,25.5,0.0,Aracaju,SE
2020-12-24,29.8,25.1,2.5,Aracaju,SE
2020-12-25,29.1,24.0,2.2,Aracaju,SE
2020-12-26,30.2,24.1,0.8,Aracaju,SE
2020-12-27,28.5,25.2,2.4,Aracaju,SE
2020-12-28,29.9,24.9,1.0,Aracaju,SE
2020-12-29,29.8,24.6,0.0,Aracaju,SE
2020-12-30,29.8,24.4,0.0,Aracaju,SE
2020-12-31,30.0,25.4,0.2,Aracaju,SE
2021-01-01,30.1,25.0,1.0,Aracaju,SE
2021-01-02,30.0,25.0,0.5,Aracaju,SE
2021-01-03,30.0,24.8,1.2,Aracaju,SE
2021-01-04,30.5,25.5,1.8,Aracaju,SE
2021-01-05,29.3,24.5,1.3,Aracaju,SE
2021-01-06,29.6,24.0,2.1,Aracaju,SE
2021-01-07,29.6,24.6,1.3,Aracaju,SE
2021-01-08,30.6,24.8,0.7,Aracaju,SE
2021-01-09,30.5,24.8,0.0,Aracaju,SE
2021-01-10,30.9,25.5,0.0,Aracaju,SE
2021-01-11,30.8,25.0,0.7,Aracaju,SE
2021-01-12,29.5,25.2,1.0,Aracaju,SE
2021-01-13,29.0,24.5,4.3,Aracaju,SE
2021-01-14,30.1,24.6,1.5,Aracaju,SE
2021-01-15,29.8,24.5,2.6,Aracaju,SE
2021-01-16,29.5,24.6,2.5,Aracaju,SE
2021-01-17,29.8,24.7,0.9,Aracaju,SE
2021-01-18,29.6,23.9,1.9,Aracaju,SE
2021-01-19,30.0,25.0,1.7,Aracaju,SE
2021-01-20,29.4,23.9,2.8,Aracaju,SE
2021-01-21,29.4,23.9,2.5,Aracaju,SE
2021-01-22,29.7,25.1,1.2,Aracaju,SE
2021-01-23,28.6,24.1,3.1,Aracaju,SE
2021-01-24,29.5,24.8,1.1,Aracaju,SE
2021-01-25,29.3,24.8,1.3,Aracaju,SE
2021-01-26,29.6,25.2,1.0,Aracaju,SE
2021-01-27,28.7,23.5,3.3,Aracaju,SE
2021-01-28,28.7,24.5,1.9,Aracaju,SE
2021-01-29,28.2,23.8,3.2,Aracaju,SE
2021-01-30,27.0,23.7,6.8,Aracaju,SE
2021-01-31,29.5,24.5,2.2,Aracaju,SE
2021-02-01,29.6,24.2,1.7,Aracaju,SE
2021-02-02,30.1,25.1,0.8,Aracaju,SE
2021-02-03,30.1,25.1,0.1,Aracaju,SE
2021-02-04,30.8,25.4,0.0,Aracaju,SE
2021-02-05,31.4,25.6,0.0,Aracaju,SE
2021-02-06,31.8,25.1,0.0,Aracaju,SE
2021-02-07,32.0,26.0,0.0,Aracaju,SE
2021-02-08,31.5,25.9,0.0,Aracaju,SE
2021-02-09,31.1,25.5,0.0,Aracaju,SE
2021-02-10,29.8,25.0,2.3,Aracaju,SE
2021-02-11,29.5,24.2,3.5,Aracaju,SE
2021-02-12,30.8,25.1,0.2,Aracaju,SE
2021-02-13,30.2,25.6,0.0,Aracaju,SE
2021-02-14,30.1,25.4,0.7,Aracaju,SE
2021-02-15,31.1,25.6,0.0,Aracaju,SE
2021-02-16,31.8,24.5,0.6,Aracaju,SE
2021-02-17,33.8,25.4,1.2,Aracaju,SE
2021-02-18,32.1,25.4,0.1,Aracaju,SE
2021-02-19,31.7,25.0,0.0,Aracaju,SE
2021-02-20,31.1,25.0,0.8,Aracaju,SE
2021-02-21,31.1,25.0,0.0,Aracaju,SE
2021-02-22,30.3,25.3,1.4,Aracaju,SE
2021-02-23,31.2,24.1,0.1,Aracaju,SE
2021-02-24,30.8,25.2,0.5,Aracaju,SE
2021-02-25,30.5,25.0,1.8,Aracaju,SE
2021-02-26,30.0,24.9,1.2,Aracaju,SE
2021-02-27,31.0,24.8,1.4,Aracaju,SE
2021-02-28,30.3,25.0,1.2,Aracaju,SE
2021-03-01,28.3,24.0,10.8,Aracaju,SE
2021-03-02,30.3,25.3,0.3,Aracaju,SE
2021-03-03,30.6,23.8,2.2,Aracaju,SE
2021-03-04,30.8,25.4,0.7,Aracaju,SE
2021-03-05,30.2,25.3,0.4,Aracaju,SE
2021-03-06,31.5,24.0,0.0,Aracaju,SE
2021-03-07,31.6,24.8,0.0,Aracaju,SE
2021-03-08,31.4,24.4,0.0,Aracaju,SE
2021-03-09,31.2,25.6,0.0,Aracaju,SE
2021-03-10,31.0,25.5,0.9,Aracaju,SE
2021-03-11,31.4,26.0,0.4,Aracaju,SE
2021-03-12,30.9,25.0,2.3,Aracaju,SE
2021-03-13,29.1,24.4,1.9,Aracaju,SE
2021-03-14,30.5,25.3,1.5,Aracaju,SE
2021-03-15,29.3,25.1,1.2,Aracaju,SE
2021-03-16,31.1,24.7,0.0,Aracaju,SE
2021-03-17,30.0,24.6,2.5,Aracaju,SE
2021-03-18,31.0,24.1,2.1,Aracaju,SE
2021-03-19,30.3,24.4,4.2,Aracaju,SE
2021-03-20,30.5,24.2,3.9,Aracaju,SE
2021-03-21,29.8,23.4,8.0,Aracaju,SE
2021-03-22,27.2,23.6,15.9,Aracaju,SE
2021-03-23,29.8,24.5,0.9,Aracaju,SE
2021-03-24,29.4,25.1,1.2,Aracaju,SE
2021-03-25,29.8,25.3,0.1,Aracaju,SE
2021-03-26,30.0,25.4,0.0,Aracaju,SE
2021-03-27,30.5,25.9,0.0,Aracaju,SE
2021-03-28,30.9,24.9,0.1,Aracaju,SE
2021-03-29,29.2,24.8,5.4,Aracaju,SE
2021-03-30,29.4,24.7,5.5,Aracaju,SE
2021-03-31,31.5,25.0,0.3,Aracaju,SE
2021-04-01,31.5,24.7,0.2,Aracaju,SE
2021-04-02,30.9,24.5,0.0,Aracaju,SE
2021-04-03,30.3,26.1,1.8,Aracaju,SE
2021-04-04,30.0,24.9,1.3,Aracaju,SE
2021-04-05,28.1,23.9,6.8,Aracaju,SE
2021-04-06,28.9,24.2,3.2,Aracaju,SE
2021-04-07,29.2,24.9,1.3,Aracaju,SE
2021-04-08,30.0,25.1,0.0,Aracaju,SE
2021-04-09,30.4,25.5,0.3,Aracaju,SE
2021-04-10,30.4,26.1,0.5,Aracaju,SE
2021-04-11,28.1,24.9,4.2,Aracaju,SE
2021-04-12,28.6,25.2,4.1,Aracaju,SE
2021-04-13,29.1,24.0,2.1,Aracaju,SE
2021-04-14,28.6,24.3,5.3,Aracaju,SE
2021-04-15,27.8,24.2,5.0,Aracaju,SE
2021-04-16,27.6,23.5,12.1,Aracaju,SE
2021-04-17,27.9,23.5,8.4,Aracaju,SE
2021-04-18,27.8,23.9,5.8,Aracaju,SE
2021-04-19,29.4,23.4,1.5,Aracaju,SE
2021-04-20,29.6,24.5,7.4,Aracaju,SE
2021-04-21,30.0,25.0,4.1,Aracaju,SE
2021-04-22,30.4,24.3,9.8,Aracaju,SE
2021-04-23,28.7,24.7,5.3,Aracaju,SE
2021-04-24,27.9,24.5,8.8,Aracaju,SE
2021-04-25,28.4,24.4,3.8,Aracaju,SE
2021-04-26,28.1,24.8,2.7,Aracaju,SE
2021-04-27,28.4,24.2,2.3,Aracaju,SE
2021-04-28,27.0,24.2,5.3,Aracaju,SE
2021-04-29,29.2,24.5,7.2,Aracaju,SE
2021-04-30,29.0,25.8,0.4,Aracaju,SE
2021-05-01,27.5,24.5,10.4,Aracaju,SE
2021-05-02,28.5,24.1,7.9,Aracaju,SE
2021-05-03,28.3,22.8,1.7,Aracaju,SE
2021-05-04,26.5,23.4,12.7,Aracaju,SE
2021-05-05,27.2,23.5,32.9,Aracaju,SE
2021-05-06,27.2,23.0,2.1,Aracaju,SE
2021-05-07,27.4,23.5,2.0,Aracaju,SE
2021-05-08,28.2,24.2,2.2,Aracaju,SE
2021-05-09,28.0,23.9,4.4,Aracaju,SE
2021-05-10,26.4,23.5,10.2,Aracaju,SE
2021-05-11,27.8,23.9,2.3,Aracaju,SE
2021-05-12,26.5,23.2,8.9,Aracaju,SE
2021-05-13,26.3,23.7,20.5,Aracaju,SE
