date,temperature_max,temperature_min,precipitation,city,state
2020-12-30,30.3,25.4,1.6,Fortaleza,CE
2020-12-31,31.0,26.4,0.5,Fortaleza,CE
2021-01-01,31.3,26.1,0.3,Fortaleza,CE
2021-01-02,30.5,26.3,0.6,Fortaleza,CE
2021-01-03,30.2,25.4,1.7,Fortaleza,CE
2021-01-04,29.4,24.3,4.0,Fortaleza,CE
2021-01-05,30.4,25.9,0.4,Fortaleza,CE
2021-01-06,30.0,26.0,0.9,Fortaleza,CE
2021-01-07,30.3,26.4,0.8,Fortaleza,CE
2021-01-08,30.9,26.3,0.2,Fortaleza,CE
2021-01-09,30.4,26.2,0.7,Fortaleza,CE
2021-01-10,30.4,25.6,1.6,Fortaleza,CE
2021-01-11,30.4,25.6,0.0,Fortaleza,CE
2021-01-12,30.2,25.8,0.3,Fortaleza,CE
2021-01-13,30.7,25.0,0.5,Fortaleza,CE
2021-01-14,30.0,26.2,1.1,Fortaleza,CE
2021-01-15,30.8,25.5,0.9,Fortaleza,CE
2021-01-16,30.4,25.6,1.5,Fortaleza,CE
2021-01-17,31.0,25.5,0.7,Fortaleza,CE
2021-01-18,29.6,24.5,2.2,Fortaleza,CE
2021-01-19,28.3,25.1,4.3,Fortaleza,CE
2021-01-20,27.6,25.7,9.5,Fortaleza,CE
2021-01-21,29.3,25.3,2.0,Fortaleza,CE
2021-01-22,30.5,25.3,1.4,Fortaleza,CE
2021-01-23,30.6,23.4,8.1,Fortaleza,CE
2021-01-24,29.4,23.7,16.6,Fortaleza,CE
2021-01-25,28.7,23.9,6.2,Fortaleza,CE
2021-01-26,29.6,24.0,3.4,Fortaleza,CE
2021-01-27,30.0,25.5,0.9,Fortaleza,CE
2021-01-28,29.0,25.1,2.8,Fortaleza,CE
2021-01-29,29.3,25.7,0.4,Fortaleza,CE
2021-01-30,29.7,26.0,1.1,Fortaleza,CE
2021-01-31,30.2,25.1,0.4,Fortaleza,CE
2021-02-01,29.5,26.0,1.1,Fortaleza,CE
2021-02-02,29.4,26.1,0.5,Fortaleza,CE
2021-02-03,30.2,25.1,0.6,Fortaleza,CE
2021-02-04,30.1,25.5,1.9,Fortaleza,CE
2021-02-05,30.4,25.9,0.0,Fortaleza,CE
2021-02-06,30.6,25.8,0.1,Fortaleza,CE
2021-02-07,30.7,25.1,0.8,Fortaleza,CE
2021-02-08,30.8,25.6,0.8,Fortaleza,CE
2021-02-09,29.8,24.8,5.3,Fortaleza,CE
2021-02-10,29.6,25.7,2.0,Fortaleza,CE
2021-02-11,29.9,24.6,8.6,Fortaleza,CE
2021-02-12,29.0,24.3,6.5,Fortaleza,CE
2021-02-13,29.9,25.3,2.7,Fortaleza,CE
2021-02-14,30.2,25.3,2.1,Fortaleza,CE
2021-02-15,30.2,24.9,2.0,Fortaleza,CE
2021-02-16,27.2,24.1,21.5,Fortaleza,CE
2021-02-17,28.9,23.6,7.2,Fortaleza,CE
2021-02-18,29.0,24.6,1.4,Fortaleza,CE
2021-02-19,29.1,25.3,0.1,Fortaleza,CE
2021-02-20,27.8,25.2,4.6,Fortaleza,CE
2021-02-21,29.7,24.7,1.9,Fortaleza,CE
2021-02-22,29.9,25.4,2.0,Fortaleza,CE
2021-02-23,30.0,25.3,2.1,Fortaleza,CE
2021-02-24,30.1,24.5,4.0,Fortaleza,CE
2021-02-25,29.7,24.4,3.2,Fortaleza,CE
2021-02-26,27.7,24.5,4.4,Fortaleza,CE
2021-02-27,29.5,24.2,1.3,Fortaleza,CE
2021-02-28,29.0,23.9,3.1,Fortaleza,CE
2021-03-01,29.1,23.9,12.7,Fortaleza,CE
2021-03-02,28.9,24.4,1.9,Fortaleza,CE
2021-03-03,29.2,23.9,9.1,Fortaleza,CE
2021-03-04,30.7,23.8,15.8,Fortaleza,CE
2021-03-05,30.0,23.8,2.7,Fortaleza,CE
2021-03-06,30.0,25.2,2.7,Fortaleza,CE
2021-03-07,27.6,24.3,5.0,Fortaleza,CE
2021-03-08,28.8,23.9,10.8,Fortaleza,CE
2021-03-09,29.2,23.8,6.8,Fortaleza,CE
2021-03-10,29.7,24.6,1.3,Fortaleza,CE
2021-03-11,29.4,25.4,0.7,Fortaleza,CE
2021-03-12,29.8,24.4,4.0,Fortaleza,CE
2021-03-13,29.6,24.2,3.9,Fortaleza,CE
2021-03-14,29.3,24.0,3.4,Fortaleza,CE
2021-03-15,29.1,23.6,3.4,Fortaleza,CE
2021-03-16,28.2,23.6,10.1,Fortaleza,CE
2021-03-17,27.4,23.9,10.6,Fortaleza,CE
2021-03-18,28.7,24.1,10.2,Fortaleza,CE
2021-03-19,30.1,24.0,1.9,Fortaleza,CE
2021-03-20,30.6,23.6,1.6,Fortaleza,CE
2021-03-21,28.3,24.5,1.6,Fortaleza,CE
2021-03-22,27.6,24.2,2.6,Fortaleza,CE
2021-03-23,28.0,24.1,2.9,Fortaleza,CE
2021-03-24,27.8,23.6,7.0,Fortaleza,CE
2021-03-25,27.3,23.9,17.5,Fortaleza,CE
2021-03-26,28.0,22.8,29.1,Fortaleza,CE
2021-03-27,26.3,23.7,67.9,Fortaleza,CE
2021-03-28,29.1,23.6,5.0,Fortaleza,CE
2021-03-29,29.3,23.9,2.2,Fortaleza,CE
2021-03-30,29.2,24.4,6.2,Fortaleza,CE
2021-03-31,27.8,23.7,10.3,Fortaleza,CE
2021-04-01,29.8,25.3,1.0,Fortaleza,CE
2021-04-02,30.0,24.5,0.8,Fortaleza,CE
2021-04-03,29.5,23.6,8.3,Fortaleza,CE
2021-04-04,29.9,24.7,3.2,Fortaleza,CE
2021-04-05,29.7,25.1,0.5,Fortaleza,CE
2021-04-06,30.7,23.8,0.0,Fortaleza,CE
2021-04-07,31.0,25.2,0.0,Fortaleza,CE
2021-04-08,30.2,26.2,0.5,Fortaleza,CE
2021-04-09,31.0,25.2,0.0,Fortaleza,CE
2021-04-10,31.2,25.4,2.2,Fortaleza,CE
2021-04-11,27.8,23.8,11.3,Fortaleza,CE
2021-04-12,29.2,23.6,3.7,Fortaleza,CE
2021-04-13,29.3,24.3,3.7,Fortaleza,CE
2021-04-14,29.5,24.8,2.3,Fortaleza,CE
2021-04-15,30.7,24.5,2.2,Fortaleza,CE
2021-04-16,30.5,24.3,1.6,Fortaleza,CE
2021-04-17,28.5,24.5,1.9,Fortaleza,CE
2021-04-18,27.9,23.7,18.9,Fortaleza,CE
2021-04-19,28.7,24.1,5.1,Fortaleza,CE
2021-04-20,29.2,23.7,0.9,Fortaleza,CE
2021-04-21,29.2,24.0,0.9,Fortaleza,CE
2021-04-22,29.5,24.6,4.4,Fortaleza,CE
2021-04-23,28.6,24.1,3.3,Fortaleza,CE
2021-04-24,28.5,24.4,4.0,Fortaleza,CE
2021-04-25,29.1,23.8,3.4,Fortaleza,CE
2021-04-26,30.0,23.8,1.1,Fortaleza,CE
2021-04-27,30.4,24.3,3.1,Fortaleza,CE
2021-04-28,29.4,24.7,3.0,Fortaleza,CE
2021-04-29,28.7,24.2,5.2,Fortaleza,CE
2021-04-30,30.2,24.2,3.1,Fortaleza,CE
2021-05-01,30.6,23.8,8.7,Fortaleza,CE
2021-05-02,28.4,23.3,2.5,Fortaleza,CE
2021-05-03,26.1,24.0,24.6,Fortaleza,CE
2021-05-04,27.3,22.8,9.6,Fortaleza,CE
2021-05-05,27.7,23.0,12.7,Fortaleza,CE
2021-05-06,28.5,22.8,6.8,Fortaleza,CE
2021-05-07,28.8,23.4,5.4,Fortaleza,CE
2021-05-08,28.5,23.7,3.4,Fortaleza,CE
2021-05-09,30.1,23.8,3.0,Fortaleza,CE
2021-05-10,30.2,23.7,2.8,Fortaleza,CE
2021-05-11,30.1,24.4,1.8,Fortaleza,CE
2021-05-12,30.5,23.6,6.0,Fortaleza,CE
2021-05-13,28.4,23.2,33.8,Fortaleza,CE
2021-05-14,26.9,23.9,19.3,Fortaleza,CE
2021-05-15,29.1,23.0,4.7,Fortaleza,CE
2021-05-16,30.3,23.6,1.0,Fortaleza,CE
2021-05-17,30.2,23.9,0.4,Fortaleza,CE
2021-05-18,29.7,23.7,1.5,Fortaleza,CE
2021-05-19,28.6,24.8,1.8,Fortaleza,CE
2021-05-20,29.3,24.3,1.8,Fortaleza,CE
2021-05-21,29.5,25.0,0.1,Fortaleza,CE
2021-05-22,29.5,24.4,0.0,Fortaleza,CE
2021-05-23,30.3,24.6,0.2,Fortaleza,CE
2021-05-24,30.0,24.5,0.1,Fortaleza,CE
2021-05-25,29.6,24.6,0.2,Fortaleza,CE
2021-05-26,30.8,24.0,0.1,Fortaleza,CE
2021-05-27,30.0,23.2,0.2,Fortaleza,CE
2021-05-28,30.6,23.6,0.3,Fortaleza,CE
2021-05-29,29.9,24.0,1.8,Fortaleza,CE
2021-05-30,30.3,25.0,0.4,Fortaleza,CE
2021-05-31,30.2,25.0,0.9,Fortaleza,CE
2021-06-01,30.1,23.7,1.6,Fortaleza,CE
2021-06-02,30.2,25.3,0.0,Fortaleza,CE
2021-06-03,30.7,24.7,0.0,Fortaleza,CE
2021-06-04,30.2,24.9,0.5,Fortaleza,CE
2021-06-05,30.3,24.2,0.5,Fortaleza,CE
2021-06-06,30.6,25.3,0.9,Fortaleza,CE
2021-06-07,30.7,24.7,2.1,Fortaleza,CE
2021-06-08,29.8,23.7,10.7,Fortaleza,CE
2021-06-09,28.6,24.2,4.9,Fortaleza,CE
2021-06-10,30.5,25.2,0.6,Fortaleza,CE
2021-06-11,30.0,24.7,0.6,Fortaleza,CE
2021-06-12,30.5,25.3,0.8,Fortaleza,CE
2021-06-13,29.0,24.8,1.5,Fortaleza,CE
2021-06-14,29.4,24.8,1.1,Fortaleza,CE
2021-06-15,29.2,24.0,2.6,Fortaleza,CE
2021-06-16,28.7,23.5,6.4,Fortaleza,CE
2021-06-17,29.7,23.5,3.6,Fortaleza,CE
2021-06-18,28.2,23.3,10.0,Fortaleza,CE
2021-06-19,29.3,23.0,0.0,Fortaleza,CE
2021-06-20,30.3,23.6,0.1,Fortaleza,CE
2021-06-21,28.9,24.6,1.0,Fortaleza,CE
2021-06-22,28.8,23.8,2.6,Fortaleza,CE
2021-06-23,29.6,24.3,0.0,Fortaleza,CE
2021-06-24,29.6,22.8,0.3,Fortaleza,CE
2021-06-25,31.3,23.9,0.0,Fortaleza,CE
2021-06-26,31.1,23.0,0.3,Fortaleza,CE
2021-06-27,31.6,22.8,0.0,Fortaleza,CE
2021-06-28,31.2,23.3,1.2,Fortaleza,CE
2021-06-29,31.1,24.1,0.0,Fortaleza,CE
2021-06-30,29.3,24.4,1.1,Fortaleza,CE
2021-07-01,27.4,23.6,14.3,Fortaleza,CE
2021-07-02,29.5,22.9,6.6,Fortaleza,CE
2021-07-03,29.2,23.1,5.7,Fortaleza,CE
2021-07-04,28.8,22.7,2.2,Fortaleza,CE
2021-07-05,29.4,23.6,0.3,Fortaleza,CE
2021-07-06,29.4,23.4,1.2,Fortaleza,CE
2021-07-07,30.3,24.0,1.6,Fortaleza,CE
2021-07-08,30.3,23.7,0.3,Fortaleza,CE
2021-07-09,28.1,24.4,1.1,Fortaleza,CE
2021-07-10,28.7,24.0,0.9,Fortaleza,CE
2021-07-11,29.1,23.8,1.7,Fortaleza,CE
2021-07-12,30.2,24.8,0.4,Fortaleza,CE
2021-07-13,29.8,24.6,0.1,Fortaleza,CE
2021-07-14,30.0,24.2,0.1,Fortaleza,CE
2021-07-15,29.8,25.4,0.1,Fortaleza,CE
2021-07-16,30.3,24.8,0.0,Fortaleza,CE
2021-07-17,29.4,23.7,2.4,Fortaleza,CE
2021-07-18,30.5,23.5,2.9,Fortaleza,CE
2021-07-19,30.1,25.2,0.9,Fortaleza,CE
2021-07-20,29.0,24.1,2.0,Fortaleza,CE
2021-07-21,30.9,24.9,0.0,Fortaleza,CE
2021-07-22,30.7,24.5,0.0,Fortaleza,CE
2021-07-23,30.6,23.6,0.4,Fortaleza,CE
2021-07-24,31.3,24.3,0.0,Fortaleza,CE
2021-07-25,30.7,23.6,0.0,Fortaleza,CE
2021-07-26,30.1,23.9,0.0,Fortaleza,CE
2021-07-27,30.2,24.5,0.0,Fortaleza,CE
2021-07-28,29.9,24.8,0.0,Fortaleza,CE
2021-07-29,30.0,24.4,1.8,Fortaleza,CE
2021-07-30,29.6,24.8,1.3,Fortaleza,CE
2021-07-31,31.8,24.5,0.0,Fortaleza,CE
2021-08-01,31.6,23.9,1.8,Fortaleza,CE
2021-08-02,32.0,23.7,0.0,Fortaleza,CE
2021-08-03,30.2,24.5,0.7,Fortaleza,CE
2021-08-04,31.6,24.3,0.3,Fortaleza,CE
2021-08-05,32.4,24.6,0.2,Fortaleza,CE
2021-08-06,32.0,25.1,0.0,Fortaleza,CE
2021-08-07,31.6,24.5,0.0,Fortaleza,CE
2021-08-08,30.3,24.2,0.0,Fortaleza,CE
2021-08-09,31.0,24.7,0.0,Fortaleza,CE
2021-08-10,31.4,25.2,0.3,Fortaleza,CE
2021-08-11,31.2,25.0,0.0,Fortaleza,CE
2021-08-12,29.8,25.1,1.1,Fortaleza,CE
2021-08-13,29.8,25.0,0.1,Fortaleza,CE
2021-08-14,32.3,24.6,0.1,Fortaleza,CE
2021-08-15,31.1,25.0,0.4,Fortaleza,CE
2021-08-16,31.0,25.0,0.5,Fortaleza,CE
2021-08-17,31.3,24.5,0.0,Fortaleza,CE
2021-08-18,30.7,24.1,0.0,Fortaleza,CE
2021-08-19,30.6,24.2,0.0,Fortaleza,CE
2021-08-20,30.3,24.8,0.0,Fortaleza,CE
2021-08-21,30.6,24.1,2.4,Fortaleza,CE
2021-08-22,30.0,24.1,0.1,Fortaleza,CE
2021-08-23,30.3,24.3,0.4,Fortaleza,CE
2021-08-24,30.3,22.5,6.3,Fortaleza,CE
2021-08-25,29.9,24.6,0.0,Fortaleza,CE
2021-08-26,31.0,24.2,0.0,Fortaleza,CE
2021-08-27,30.6,24.8,0.0,Fortaleza,CE
2021-08-28,31.1,24.6,0.0,Fortaleza,CE
2021-08-29,30.6,25.1,0.0,Fortaleza,CE
2021-08-30,30.1,24.7,0.1,Fortaleza,CE
2021-08-31,30.1,25.2,0.0,Fortaleza,CE
2021-09-01,30.4,24.9,0.2,Fortaleza,CE
2021-09-02,30.4,24.9,0.0,Fortaleza,CE
2021-09-03,30.7,25.0,0.0,Fortaleza,CE
2021-09-04,30.0,25.1,0.2,Fortaleza,CE
2021-09-05,30.4,24.5,0.0,Fortaleza,CE
2021-09-06,29.8,25.4,0.1,Fortaleza,CE
2021-09-07,30.4,25.6,0.1,Fortaleza,CE
2021-09-08,30.5,24.6,1.6,Fortaleza,CE
2021-09-09,30.3,25.0,0.1,Fortaleza,CE
2021-09-10,30.0,25.6,0.1,Fortaleza,CE
2021-09-11,31.2,25.2,0.8,Fortaleza,CE
2021-09-12,29.9,24.4,0.0,Fortaleza,CE
2021-09-13,31.1,24.7,0.0,Fortaleza,CE
2021-09-14,31.4,25.2,0.1,Fortaleza,CE
2021-09-15,30.9,25.6,0.3,Fortaleza,CE
2021-09-16,30.4,25.2,0.3,Fortaleza,CE
2021-09-17,31.2,25.0,0.1,Fortaleza,CE
2021-09-18,30.6,25.0,0.3,Fortaleza,CE
2021-09-19,29.8,25.0,0.2,Fortaleza,CE
2021-09-20,30.2,25.3,0.0,Fortaleza,CE
2021-09-21,30.3,25.4,0.0,Fortaleza,CE
2021-09-22,30.5,25.7,0.1,Fortaleza,CE
2021-09-23,30.7,25.4,0.0,Fortaleza,CE
2021-09-24,30.7,25.6,0.2,Fortaleza,CE
2021-09-25,30.9,25.6,0.1,Fortaleza,CE
2021-09-26,30.7,25.3,0.3,Fortaleza,CE
2021-09-27,31.1,25.5,0.1,Fortaleza,CE
2021-09-28,31.5,26.1,0.3,Fortaleza,CE
2021-09-29,31.3,25.8,0.3,Fortaleza,CE
2021-09-30,30.9,25.8,0.6,Fortaleza,CE
2021-10-01,30.7,25.9,1.4,Fortaleza,CE
2021-10-02,30.9,25.6,0.2,Fortaleza,CE
2021-10-03,30.0,25.5,0.8,Fortaleza,CE
2021-10-04,30.6,25.5,0.2,Fortaleza,CE
2021-10-05,30.2,25.9,1.7,Fortaleza,CE
2021-10-06,31.1,26.0,0.2,Fortaleza,CE
2021-10-07,31.2,25.6,0.1,Fortaleza,CE
2021-10-08,29.8,25.5,2.4,Fortaleza,CE
2021-10-09,30.1,25.6,1.5,Fortaleza,CE
2021-10-10,30.3,25.6,0.2,Fortaleza,CE
2021-10-11,30.5,25.7,0.4,Fortaleza,CE
2021-10-12,30.6,25.6,0.1,Fortaleza,CE
2021-10-13,31.0,26.0,0.0,Fortaleza,CE
2021-10-14,30.6,25.9,0.4,Fortaleza,CE
2021-10-15,31.1,25.1,1.1,Fortaleza,CE
2021-10-16,31.7,25.6,0.0,Fortaleza,CE
2021-10-17,31.5,25.9,0.4,Fortaleza,CE
2021-10-18,30.8,26.4,0.3,Fortaleza,CE
2021-10-19,30.7,25.4,0.3,Fortaleza,CE
2021-10-20,30.7,26.1,0.2,Fortaleza,CE
2021-10-21,30.9,26.0,0.1,Fortaleza,CE
2021-10-22,30.9,25.9,0.8,Fortaleza,CE
2021-10-23,30.7,26.1,1.2,Fortaleza,CE
2021-10-24,30.5,26.2,0.4,Fortaleza,CE
2021-10-25,30.5,26.0,1.6,Fortaleza,CE
2021-10-26,30.7,25.6,0.4,Fortaleza,CE
2021-10-27,30.7,25.6,0.1,Fortaleza,CE
2021-10-28,31.3,25.7,0.0,Fortaleza,CE
2021-10-29,32.0,25.9,0.2,Fortaleza,CE
2021-10-30,29.5,24.3,1.3,Fortaleza,CE
2021-10-31,30.1,24.8,1.5,Fortaleza,CE
2021-11-01,30.5,24.5,2.4,Fortaleza,CE
2021-11-02,31.0,25.1,0.4,Fortaleza,CE
2021-11-03,31.0,25.8,0.0,Fortaleza,CE
2021-11-04,31.2,26.2,0.1,Fortaleza,CE
2021-11-05,31.1,25.6,0.5,Fortaleza,CE
2021-11-06,31.0,26.1,0.0,Fortaleza,CE
2021-11-07,30.8,26.1,0.1,Fortaleza,CE
2021-11-08,31.2,25.9,0.1,Fortaleza,CE
2021-11-09,31.3,26.2,0.5,Fortaleza,CE
2021-11-10,31.1,25.8,0.0,Fortaleza,CE
2021-11-11,31.2,26.1,0.5,Fortaleza,CE
2021-11-12,30.7,26.4,1.2,Fortaleza,CE
2021-11-13,31.1,26.4,0.5,Fortaleza,CE
2021-11-14,30.5,24.8,2.3,Fortaleza,CE
2021-11-15,30.9,25.5,1.5,Fortaleza,CE
2021-11-16,31.0,24.4,2.1,Fortaleza,CE
2021-11-17,31.7,26.0,0.2,Fortaleza,CE
2021-11-18,31.7,26.3,0.5,Fortaleza,CE
2021-11-19,31.1,26.4,0.4,Fortaleza,CE
2021-11-20,30.9,26.6,0.4,Fortaleza,CE
2021-11-21,31.6,26.1,0.0,Fortaleza,CE
2021-11-22,30.8,26.5,1.6,Fortaleza,CE
2021-11-23,31.1,26.7,0.6,Fortaleza,CE
2021-11-24,31.3,26.3,0.5,Fortaleza,CE
2021-11-25,31.0,26.6,0.6,Fortaleza,CE
2021-11-26,31.2,26.5,0.1,Fortaleza,CE
2021-11-27,31.4,26.5,0.0,Fortaleza,CE
2021-11-28,31.1,26.2,1.4,Fortaleza,CE
2021-11-29,30.9,25.9,1.9,Fortaleza,CE
2021-11-30,31.2,26.2,0.3,Fortaleza,CE
2021-12-01,31.4,26.6,0.3,Fortaleza,CE
2021-12-02,31.6,26.9,0.0,Fortaleza,CE
2021-12-03,30.8,26.5,2.8,Fortaleza,CE
2021-12-04,31.2,26.4,0.4,Fortaleza,CE
2021-12-05,31.0,24.9,0.9,Fortaleza,CE
2021-12-06,30.0,26.2,2.9,Fortaleza,CE
2021-12-07,30.1,24.3,3.6,Fortaleza,CE
2021-12-08,31.1,26.0,0.2,Fortaleza,CE
2021-12-09,31.1,26.1,0.8,Fortaleza,CE
2021-12-10,30.7,26.7,0.3,Fortaleza,CE
2021-12-11,31.1,26.6,0.6,Fortaleza,CE
2021-12-12,31.1,26.2,0.2,Fortaleza,CE
2021-12-13,31.0,26.5,0.6,Fortaleza,CE
2021-12-14,30.9,26.6,1.3,Fortaleza,CE
2021-12-15,31.2,27.1,0.0,Fortaleza,CE
2021-12-16,31.0,26.7,0.7,Fortaleza,CE
2021-12-17,31.2,26.4,0.3,Fortaleza,CE
2021-12-18,31.4,26.3,0.8,Fortaleza,CE
2021-12-19,30.6,26.6,0.2,Fortaleza,CE
2021-12-20,31.0,26.6,0.5,Fortaleza,CE
2021-12-21,30.6,25.9,1.2,Fortaleza,CE
2021-12-22,30.9,26.1,0.4,Fortaleza,CE
2021-12-23,31.0,26.1,0.6,Fortaleza,CE
2021-12-24,30.8,25.2,1.3,Fortaleza,CE
2021-12-25,31.0,25.7,1.0,Fortaleza,CE
2021-12-26,29.0,24.5,5.5,Fortaleza,CE
2021-12-27,29.9,24.2,4.9,Fortaleza,CE
2021-12-28,30.5,25.2,1.3,Fortaleza,CE
2021-12-29,30.5,26.1,0.9,Fortaleza,CE
2021-12-30,29.7,24.7,2.1,Fortaleza,CE
2021-12-31,29.1,23.6,8.2,Fortaleza,CE
2022-01-01,29.3,23.7,8.4,Fortaleza,CE
2022-01-02,28.0,23.3,3.8,Fortaleza,CE
2022-01-03,28.3,24.5,4.0,Fortaleza,CE
2022-01-04,29.8,24.3,3.1,Fortaleza,CE
2022-01-05,28.1,22.9,17.1,Fortaleza,CE
2022-01-06,29.6,24.4,1.6,Fortaleza,CE
2022-01-07,29.6,24.0,2.3,Fortaleza,CE
2022-01-08,29.5,25.6,1.1,Fortaleza,CE
2022-01-09,29.6,25.3,2.1,Fortaleza,CE
2022-01-10,29.7,25.5,3.8,Fortaleza,CE
2022-01-11,27.5,23.4,11.9,Fortaleza,CE
2022-01-12,28.4,24.0,5.2,Fortaleza,CE
2022-01-13,29.7,23.2,0.1,Fortaleza,CE
2022-01-14,29.4,23.8,1.2,Fortaleza,CE
2022-01-15,27.8,22.7,5.7,Fortaleza,CE
2022-01-16,27.4,23.8,7.5,Fortaleza,CE
2022-01-17,28.7,23.0,4.6,Fortaleza,CE
2022-01-18,29.5,25.0,2.6,Fortaleza,CE
2022-01-19,30.1,24.9,0.6,Fortaleza,CE
2022-01-20,29.3,22.8,1.4,Fortaleza,CE
2022-01-21,30.2,24.9,0.8,Fortaleza,CE
2022-01-22,28.9,24.2,1.5,Fortaleza,CE
2022-01-23,30.3,25.6,0.2,Fortaleza,CE
2022-01-24,30.1,25.7,0.6,Fortaleza,CE
2022-01-25,28.8,25.0,1.6,Fortaleza,CE
2022-01-26,29.4,24.9,3.1,Fortaleza,CE
2022-01-27,25.8,22.3,44.4,Fortaleza,CE
2022-01-28,25.7,22.5,14.7,Fortaleza,CE
2022-01-29,28.5,23.1,3.6,Fortaleza,CE
2022-01-30,28.8,24.1,2.7,Fortaleza,CE
2022-01-31,29.8,25.4,0.5,Fortaleza,CE
2022-02-01,30.4,24.7,0.8,Fortaleza,CE
2022-02-02,29.9,24.3,2.5,Fortaleza,CE
2022-02-03,29.2,23.5,2.7,Fortaleza,CE
2022-02-04,29.0,24.7,3.7,Fortaleza,CE
2022-02-05,29.1,23.6,3.9,Fortaleza,CE
2022-02-06,29.7,25.0,0.2,Fortaleza,CE
2022-02-07,29.7,25.5,1.1,Fortaleza,CE
2022-02-08,29.7,24.4,1.8,Fortaleza,CE
2022-02-09,30.0,25.1,1.4,Fortaleza,CE
2022-02-10,29.7,25.3,0.7,Fortaleza,CE
2022-02-11,30.0,24.4,2.0,Fortaleza,CE
2022-02-12,29.9,23.7,3.7,Fortaleza,CE
2022-02-13,29.2,25.6,2.1,Fortaleza,CE
2022-02-14,30.1,25.3,1.6,Fortaleza,CE
2022-02-15,29.3,23.9,1.2,Fortaleza,CE
2022-02-16,29.4,25.8,1.7,Fortaleza,CE
2022-02-17,29.9,24.5,0.3,Fortaleza,CE
2022-02-18,29.9,25.2,1.4,Fortaleza,CE
2022-02-19,28.4,23.2,5.4,Fortaleza,CE
2022-02-20,27.9,24.5,9.2,Fortaleza,CE
2022-02-21,30.2,24.3,0.9,Fortaleza,CE
2022-02-22,29.7,24.8,1.4,Fortaleza,CE
2022-02-23,30.3,25.3,1.2,Fortaleza,CE
2022-02-24,30.3,25.9,0.8,Fortaleza,CE
2022-02-25,29.3,26.2,2.8,Fortaleza,CE
2022-02-26,30.7,26.1,0.0,Fortaleza,CE
2022-02-27,30.9,26.1,0.4,Fortaleza,CE
2022-02-28,30.6,26.4,0.1,Fortaleza,CE
2022-03-01,30.6,24.4,6.5,Fortaleza,CE
2022-03-02,30.0,23.5,9.5,Fortaleza,CE
2022-03-03,30.2,25.3,0.9,Fortaleza,CE
2022-03-04,29.8,25.9,1.5,Fortaleza,CE
2022-03-05,29.5,24.5,4.2,Fortaleza,CE
2022-03-06,28.0,22.5,49.1,Fortaleza,CE
2022-03-07,30.0,22.8,21.7,Fortaleza,CE
2022-03-08,29.7,22.6,1.2,Fortaleza,CE
2022-03-09,29.4,26.0,2.6,Fortaleza,CE
2022-03-10,29.5,23.8,12.9,Fortaleza,CE
2022-03-11,26.0,22.5,38.1,Fortaleza,CE
2022-03-12,27.2,23.4,10.2,Fortaleza,CE
2022-03-13,29.0,22.8,13.1,Fortaleza,CE
2022-03-14,29.3,23.2,1.6,Fortaleza,CE
2022-03-15,27.8,22.9,8.9,Fortaleza,CE
2022-03-16,27.2,23.2,24.6,Fortaleza,CE
2022-03-17,28.9,23.2,4.5,Fortaleza,CE
2022-03-18,29.5,23.5,12.7,Fortaleza,CE
2022-03-19,28.1,23.7,5.3,Fortaleza,CE
2022-03-20,29.2,23.8,3.7,Fortaleza,CE
2022-03-21,29.4,23.0,6.1,Fortaleza,CE
2022-03-22,28.3,23.4,13.8,Fortaleza,CE
2022-03-23,26.9,22.7,31.8,Fortaleza,CE
2022-03-24,29.1,22.8,1.0,Fortaleza,CE
2022-03-25,29.4,23.8,19.3,Fortaleza,CE
2022-03-26,27.1,23.5,9.3,Fortaleza,CE
2022-03-27,29.1,23.4,16.7,Fortaleza,CE
2022-03-28,27.0,22.9,28.9,Fortaleza,CE
2022-03-29,26.6,22.9,16.7,Fortaleza,CE
2022-03-30,30.0,23.4,10.7,Fortaleza,CE
2022-03-31,28.5,24.9,5.2,Fortaleza,CE
2022-04-01,28.0,23.7,18.5,Fortaleza,CE
2022-04-02,27.9,22.7,9.9,Fortaleza,CE
2022-04-03,28.8,23.2,7.7,Fortaleza,CE
2022-04-04,27.8,23.0,14.8,Fortaleza,CE
2022-04-05,29.6,23.2,3.3,Fortaleza,CE
2022-04-06,28.2,23.7,11.8,Fortaleza,CE
2022-04-07,28.1,23.0,7.1,Fortaleza,CE
2022-04-08,26.6,23.9,15.9,Fortaleza,CE
2022-04-09,28.6,23.2,26.8,Fortaleza,CE
2022-04-10,28.7,23.4,12.3,Fortaleza,CE
2022-04-11,26.7,23.5,5.3,Fortaleza,CE
2022-04-12,29.1,23.7,1.8,Fortaleza,CE
2022-04-13,29.3,24.4,0.9,Fortaleza,CE
2022-04-14,29.6,23.6,0.0,Fortaleza,CE
2022-04-15,29.6,24.6,2.4,Fortaleza,CE
2022-04-16,28.9,24.5,5.9,Fortaleza,CE
2022-04-17,29.4,24.1,2.6,Fortaleza,CE
2022-04-18,28.2,23.3,15.7,Fortaleza,CE
2022-04-19,29.4,23.2,1.6,Fortaleza,CE
2022-04-20,29.8,23.9,2.2,Fortaleza,CE
2022-04-21,29.4,23.7,3.0,Fortaleza,CE
2022-04-22,27.7,23.1,25.1,Fortaleza,CE
2022-04-23,26.5,23.2,28.4,Fortaleza,CE
2022-04-24,30.0,23.0,1.3,Fortaleza,CE
